name,lat,lon,gmu,type,elevation
Tank Seven Trail,38.3166985,-106.3168503,681,trail,
Middle Creek Trail,38.3121082,-106.3043031,681,trail,
Indian Creek Cut-Off Trail,38.3081081,-106.2363115,681,trail,
BLM Trail 6108A (ATV),38.3405606,-105.672025,86,trail,
BLM 6051,38.405159,-105.6761561,58,trail,
Jacks,38.5052257,-106.9503002,67,trail,
Kelly Creek Trail,38.2883795,-106.0770991,681,trail,
Elkhorn Gulch Trail,38.2822215,-106.1400558,681,trail,
Elk Horn Trail,38.2930674,-106.1185799,681,trail,
Bob's Loop,37.3607291,-108.5031362,73,trail,
Animas Connector,37.3051239,-107.876014,74,trail,
Animas Mountain Trail,37.3046389,-107.8743132,74,trail,
Bypass,37.3089698,-107.8722725,74,trail,
Bypass,37.3101133,-107.8704218,74,trail,
Bypass,37.3130441,-107.8670773,74,trail,
Aquila,37.3227687,-107.8611217,74,trail,
Swerve,37.3158064,-107.8754062,74,trail,
Odessa Lake Campsite Trail,40.3324073,-105.6841139,20,trail,
Radcliff,39.9613869,-105.7706199,28,trail,
Chapin Pass Trail,40.4394079,-105.7048087,20,trail,
Alpine Ridge Trail,40.4415265,-105.753983,20,trail,
Alpine Ridge Trail,40.4427408,-105.7523341,20,trail,
Alpine Ridge Trail,40.4418381,-105.7534899,20,trail,
Artery Trail,40.3185374,-105.1030176,20,trail,
Gates of Lodore Trail,40.7206063,-108.8892638,2,trail,
Mirror Lake Trail,40.5374361,-105.6965502,20,trail,
East Shore Trail,40.2218624,-105.8380607,18,trail,
Valley Floor,37.9487266,-107.857832,70,trail,
Valley Floor,37.9490836,-107.8590728,70,trail,
Valley Floor,37.9498749,-107.8668081,70,trail,
Boomerang Road,37.944707,-107.8359014,70,trail,
Upper Valley Floor,37.9469591,-107.8664305,70,trail,
Upper Valley Floor,37.9465376,-107.8606227,70,trail,
Valley Floor,37.9496838,-107.8611735,70,trail,
Chasm Lake Trail,40.2583523,-105.6019916,20,trail,
Estes Cone Trail,40.2899994,-105.5691547,20,trail,
Buckley Trail,39.8653642,-104.8003657,104,trail,
Camp Timberline Trail,40.2774083,-105.5606582,20,trail,
Estes Cone Trail,40.2953301,-105.5673929,20,trail,
Estes Cone Trail,40.2937393,-105.5734286,20,trail,
Twin Sisters Trail,40.2890939,-105.5190762,20,trail,
Wind River Pass Trail,40.2984444,-105.5424348,20,trail,
Boomerang Road,37.9461324,-107.8356072,70,trail,
Boomerang Road,37.9430031,-107.8363197,70,trail,
Middle Sailing Hawks,37.3134735,-107.8879366,74,trail,
FH5k course,39.2220722,-106.3889741,48,trail,
FH5k course,39.2208545,-106.3892972,48,trail,
FH5k course,39.2200245,-106.3901732,48,trail,
FH5k course,39.2195675,-106.3940286,48,trail,
Hunt Lake Trail,38.5590125,-106.3460664,56,trail,
Rock Island Trail,38.8677388,-104.715547,110,trail,
Rock Island Trail,38.8825474,-104.6835455,110,trail,
Boulevard,37.933771,-107.8592101,70,trail,
Boulevard,37.9328077,-107.856584,70,trail,
Lava Loop Overlook,39.7623762,-105.192098,38,trail,
Cheesman Ranch,38.9130061,-105.1776264,581,trail,
Alta Lakes Trail,37.8852637,-107.8493481,70,trail,
Penitente Access Trail,37.8448648,-106.2756073,79,trail,
Valley Floor,37.9483985,-107.8566107,70,trail,
Ketner Reservoir path,39.8813806,-105.1053644,38,trail,
Pikes Peak Greenway (West),38.8575802,-104.8322386,110,trail,
Mesa Valley Trail,38.8595947,-104.8384696,511,trail,
Gateway Trail,38.8777386,-104.8718352,511,trail,
Garden of the Gods Parking lot access,38.8768215,-104.8705205,511,trail,
Garden of the Gods Parking lot access,38.8766683,-104.8707059,511,trail,
North Sheep Mountain Trail,40.2184233,-105.4354115,20,trail,
Palmer Mesa Trail,38.8703721,-104.8615051,511,trail,
Palmer Mesa Trail,38.8692732,-104.8594978,511,trail,
Blue Ribbon,39.0624677,-108.151121,41,trail,
Blue Ribbon,39.0547584,-108.1457441,41,trail,
Prospector,39.0615912,-108.1550943,41,trail,
Pinball Alley,39.0615799,-108.1486584,41,trail,
Yon,39.0559728,-108.1390034,41,trail,
Charles Lee Bridge,38.2677725,-104.6228756,84,trail,
Charles Lee Bridge,38.267452,-104.6235324,84,trail,
Animal Crackers,39.1782127,-106.9314792,43,trail,
French Press,39.1933621,-106.9453644,43,trail,
Cowboy Coffee,39.1748374,-106.9333903,43,trail,
Dust Bunny,39.1806644,-106.9373845,43,trail,
EZ-PZ,39.1853588,-106.9370268,43,trail,
Lemon,39.1855163,-106.9367719,43,trail,
Squeezy,39.1846296,-106.9373258,43,trail,
Dust Bunny;Cowboy Coffee,39.1774067,-106.9355059,43,trail,
Dust Bunny,39.1769075,-106.9362132,43,trail,
Cowboy Coffee,39.1799264,-106.9370261,43,trail,
Expresso,39.1856187,-106.9435452,43,trail,
Papa Smurf,39.1859215,-106.9394639,43,trail,
Powerline,39.1982664,-106.9370776,43,trail,
Expresso,39.1889314,-106.952792,43,trail,
French Press,39.1776918,-106.9369523,43,trail,
Viking,39.1964969,-106.9444112,43,trail,
Verde,39.1911115,-106.939997,43,trail,
Battle Axe,39.1950174,-106.9414047,43,trail,
Gargamel,39.1950518,-106.9408221,43,trail,
Valhalla,39.1910376,-106.936576,43,trail,
Valhalla,39.2036934,-106.9434644,43,trail,
Valhalla,39.1965737,-106.9372242,43,trail,
Gonzo,39.1995061,-106.9383189,43,trail,
Valkyrie,39.1986708,-106.9396027,43,trail,
Verde,39.1977822,-106.9394239,43,trail,
Village Bound,39.1960028,-106.9705806,43,trail,
Tom Blake Trail,39.2060343,-106.9160369,43,trail,
Tom Blake Trail,39.2048095,-106.9161496,43,trail,
Campground Connector,39.200099,-106.9726929,43,trail,
Discovery,39.2005142,-106.9619522,43,trail,
Village Bound,39.2026036,-106.9569824,43,trail,
Government Trail,39.1921042,-106.8721042,43,trail,
Bandit,39.1849198,-106.8808918,43,trail,
Banzai Downhill,39.1968859,-106.9601156,43,trail,
Village Bound,39.2004258,-106.9642015,43,trail,
Westridge Connector,40.5418585,-105.1961258,19,trail,
Bear Creek Trail,38.8228402,-104.8359575,118,trail,
Bear Creek Trail,38.8226506,-104.8363576,59,trail,
Gnawly Line,38.182666,-107.7365256,65,trail,
Gnawly Line,38.1839802,-107.7374925,65,trail,
Exterminator,38.1822724,-107.7352293,65,trail,
Rattus Maximus,38.1796097,-107.7370921,65,trail,
The Maze,38.1781364,-107.7382836,65,trail,
Lower Ratical,38.1964679,-107.7256435,65,trail,
Ratical,38.1894643,-107.7314351,65,trail,
Rattus Maximus,38.1910783,-107.7371806,65,trail,
Rat Trap,38.1903034,-107.7334685,65,trail,
Rattus Maximus,38.1819371,-107.7373571,65,trail,
The Maze,38.1795511,-107.7377068,65,trail,
Rattus Maximus,38.1844468,-107.7385699,65,trail,
Rattus Maximus,38.1861593,-107.7375927,65,trail,
Rattus Maximus,38.1883628,-107.7371298,65,trail,
Rattus Maximus,38.1893373,-107.7373429,65,trail,
Rattus Maximus,38.1897254,-107.7378404,65,trail,
Rattus Maximus,38.1905309,-107.7388701,65,trail,
Rattus Maximus,38.189883,-107.7341872,65,trail,
Bluestem Loop,39.8092634,-104.817102,104,trail,
Bluestem Loop,39.8072579,-104.8192978,104,trail,
Southwest Loop,39.8069883,-104.8194688,104,trail,
Southwest Loop,39.8067796,-104.8193614,104,trail,
Southwest Loop,39.8069236,-104.8226051,104,trail,
Southwest Loop,39.8077657,-104.8225378,104,trail,
Bluestem Loop,39.8080273,-104.821175,104,trail,
Bluestem Loop,39.8089697,-104.8229461,104,trail,
Rocky Mountain Greenway Trail,39.8117207,-104.8458385,104,trail,
Rocky Mountain Greenway Trail,39.8125199,-104.8508116,104,trail,
Cushman Mesa Trail,38.4254336,-108.1543431,62,trail,
Cushman Mesa Trail,38.4245526,-108.160638,62,trail,
Magic Meadows Trail,37.9040332,-107.8580518,70,trail,
Magic Meadows Trail,37.9020647,-107.8583203,70,trail,
Magic Meadows Trail,37.9041683,-107.8598349,70,trail,
Magic Meadows Trail,37.9075423,-107.8562336,70,trail,
Magic Meadows Trail,37.9073669,-107.8567257,70,trail,
Magic Meadows Trail,37.9059259,-107.8592116,70,trail,
Magic Meadows Trail,37.9067102,-107.8578614,70,trail,
Magic Meadows Trail,37.904832,-107.860005,70,trail,
Prospect,37.9078258,-107.8538002,70,trail,
Prospect,37.9102797,-107.8479598,70,trail,
Prospect Loop,37.9028695,-107.8433812,70,trail,
Prospect Loop,37.9070187,-107.847655,70,trail,
Prospect Loop,37.9044258,-107.8459642,70,trail,
Prospect,37.9082656,-107.849232,70,trail,
Prospect,37.9092452,-107.8488607,70,trail,
Prospect,37.913734,-107.8573966,70,trail,
Prospect,37.9080601,-107.8508983,70,trail,
Shooks Run Trail,38.831204,-104.8131102,118,trail,
Fenceline Trail (Pork Chop),38.4611182,-108.0788272,62,trail,
Ewok Village Trail,38.5074724,-108.0690466,62,trail,
Fingers Trail (Cushman Mesa),38.4924232,-108.0931667,62,trail,
Piney Creek Trail,38.4907282,-108.0776408,62,trail,
Ewok Village Trail,38.490646,-108.0824284,62,trail,
Ewok Village Trail,38.5088541,-108.0638583,62,trail,
Coyote Ridge Trail,38.4771501,-108.0572838,62,trail,
Cushman Creek Trail,38.5280297,-108.0706029,62,trail,
Toldja Trail,38.44579,-108.0832528,62,trail,
Coyote Cutoff Trail,38.4752652,-108.0470859,62,trail,
Ewok North Cutoff,38.5008695,-108.0716872,62,trail,
Porkchop Trail,38.4656721,-108.0709682,62,trail,
Cushman Creek Trail,38.5166241,-108.0816755,62,trail,
Redwall Trail,38.4883123,-108.0659574,62,trail,
Rabbit Valley 1 Trail,39.1847952,-109.0080442,30,trail,
Rabbit Valley 1 Trail,39.1889655,-109.003962,30,trail,
Proghorn Nature South,39.6337993,-104.6723188,104,trail,
Fruita Trail,39.1492712,-108.7439167,30,trail,
Continental Divide Trail / Colorado Trail Collegiate Peaks West,38.9754745,-106.4567687,48,trail,
Cunningham Gulch Trail,37.7582956,-107.6302991,75,trail,
Lime Mesa C Road,37.5470668,-107.6890222,75,trail,
Cascade Creek Trail,37.7090449,-107.8431538,74,trail,
Haul Road,39.4999588,-106.1505535,37,trail,
Lower Yucca Trail,38.8792804,-104.7739286,110,trail,
Carbonero Mine Road,37.8565799,-107.8278802,70,trail,
Swamp Canyon Road,37.841917,-107.809073,70,trail,
Swamp Canyon Road,37.8494403,-107.8048222,70,trail,
Elk Park Spur,37.7258844,-107.6522508,75,trail,
Molas Trail System,37.7493903,-107.6775478,74,trail,
Molas Trail System,37.7504847,-107.6800326,74,trail,
Magic Meadows Trail,37.906104,-107.8587774,70,trail,
Boy Scouts,39.5981507,-105.9396205,37,trail,
Galena Ditch,39.5202614,-105.9673679,37,trail,
Galena Ditch,39.5186889,-105.9733983,37,trail,
Hard Luck Trail,39.5059872,-106.0234496,37,trail,
Dry Gulch Trail,39.5066084,-106.0168098,37,trail,
Prospect Trail,39.4857631,-106.016812,37,trail,
Prospect Trail,39.4856717,-106.0183454,37,trail,
French Gulch Trail,39.4525644,-105.9534624,37,trail,
Mee Canyon Trail,39.1465331,-108.9333384,40,trail,
Osita Point Trail,37.1050275,-104.4807279,140,trail,
Fishers Peak Trail - Osita Ridge,37.1055545,-104.4897116,140,trail,
Maybe,38.5344749,-105.979985,57,trail,
Dream On,38.5328334,-105.9758397,57,trail,
Gashouse Gulch 726,39.379452,-105.3475254,501,trail,
Eos Mill Road,39.3680002,-105.3565901,501,trail,
Scott Gulch Trail,39.420971,-104.8242366,104,trail,
Corbett Trail #209,38.0516494,-107.7050037,65,trail,
Corbett Canyon Trail,38.0406282,-107.7056995,65,trail,
Twin Peaks Trail (208),38.0264942,-107.6879596,65,trail,
Old Twin Peaks Trail (6198),38.0248802,-107.6821738,65,trail,
Perimeter Trail,38.0257991,-107.6758918,65,trail,
Perimeter Trail (6156),38.0216048,-107.6803069,65,trail,
Hayden Peak Trail,37.9509379,-107.7027447,65,trail,
High Line Canal Trail,39.527259,-105.0599607,51,trail,
High Line Canal Trail,39.5255724,-105.0618328,51,trail,
Brake Check,39.4172488,-104.8280537,104,trail,
Colorado Trail - Fooses Creek,38.4641137,-106.2732214,561,trail,
Lost Trail,38.5106722,-105.9820365,86,trail,
Dead Bird,38.5108082,-105.9816146,86,trail,
Seven Bridges Trail,38.7871738,-104.9228398,59,trail,
Seven Bridges Trail,38.7867871,-104.9243819,59,trail,
Seven Bridges Trail,38.7868471,-104.9250081,59,trail,
Seven Bridges Trail,38.786969,-104.9256316,59,trail,
Section 16 Connector,38.8229511,-104.8889829,59,trail,
Ridgeline Trailhead,39.3789947,-104.907921,51,trail,
Upper Wall Street (Turtle Traverse),39.6304798,-107.8245811,33,trail,
Solstice Trail,38.5067644,-106.0043872,86,trail,
Cedar Point Trail (Rampage),38.9922719,-108.6057235,40,trail,
Great Western Trail,40.4845228,-104.8738031,94,trail,
Waterfall Trail,38.831452,-104.8965871,59,trail,
Gold Camp,38.7868772,-104.9074136,59,trail,
Yampa River Core Trail,40.4588203,-106.8233924,131,trail,
Ladders to Chutes Connector,38.8025047,-104.8763057,59,trail,
Green Loop Trail,39.3658532,-104.8885107,51,trail,
Connector Trail,38.8002408,-104.8695239,59,trail,
Rico-Silverton Trail,37.738207,-107.8513483,74,trail,
Rico-Silverton Trail,37.7469817,-107.8484375,74,trail,
Wildflower Path,38.798979,-104.8584335,59,trail,
Climber's access (Castlewood Canyon C-Section),39.3436558,-104.7562051,104,trail,
Gold Loop Trail,39.3700155,-104.8831305,51,trail,
Lion Canyon,40.0534739,-107.937215,211,trail,
Smoky Hill Trail,39.6484773,-104.8448092,104,trail,
Meadows to Ridge Connector,38.7984909,-104.8599517,59,trail,
Needle/Johnson Creek Trail,37.6232584,-107.6832366,75,trail,
Needle/Johnson Creek Trail,37.6131824,-107.6709276,75,trail,
Gold Loop Trail,39.3717125,-104.8836083,51,trail,
Gold Loop Trail,39.3710339,-104.8824089,51,trail,
Gold Loop Trail,39.3712996,-104.8854876,51,trail,
Gold Loop Trail,39.3678266,-104.8864837,51,trail,
Gold Loop Trail,39.3660352,-104.8862961,51,trail,
Red Loop Trail,39.3659136,-104.8863111,51,trail,
Green Loop Trail,39.3659375,-104.8864038,51,trail,
Red Loop Trail,39.3641084,-104.8876434,51,trail,
Pope Trail,39.6270042,-104.8678144,104,trail,
12 Mile Trail (closed),39.6232722,-104.8300274,104,trail,
12 Mile Trail,39.6199867,-104.8287481,104,trail,
Toll Gate Creek Trail Feeder,39.7009024,-104.8070043,104,trail,
Sherwood Forest,40.0024974,-105.3966986,29,trail,
Givelo Trail,39.9436285,-105.832622,28,trail,
Givelo Trail,39.9439445,-105.8321433,28,trail,
Givelo Trail,39.9441339,-105.8319217,28,trail,
Givelo Trail,39.9446776,-105.8266778,28,trail,
Fraser River Trail,39.945656,-105.8125845,28,trail,
Fraser River Trail,39.945694,-105.8125881,28,trail,
Fraser River Trail,39.945882,-105.8126344,28,trail,
Alpine Tunnel Trail,38.6437173,-106.4080911,551,trail,
Ute Valley Regional Trail,38.9158424,-104.8413889,511,trail,
Ute Valley Regional Trail,38.9159475,-104.8412451,511,trail,
Scrub Oak Connector,38.9139192,-104.8509242,511,trail,
Scrub Oak Connector,38.9156689,-104.8510936,511,trail,
Ute Valley Park Trail,38.9181093,-104.8512687,511,trail,
Miner's Creek Trail,37.9440985,-107.0691187,76,trail,
Miner's Creek Trail,37.9482469,-107.0643644,76,trail,
Continental Divide NST,37.9392184,-107.0759496,76,trail,
Continental Divide NST,37.9383545,-107.0781602,76,trail,
Lactic Grande,39.9652629,-105.7570097,28,trail,
Deadhorse-Crowbait Road,39.8983451,-105.9165975,28,trail,
Raw Hide,40.4637273,-106.7844463,14,trail,
Zig Zag Trail,40.467069,-106.777653,14,trail,
Tenderfoot Trail,40.4652968,-106.784457,14,trail,
Creekside Connector,40.4653023,-106.7723166,14,trail,
Cathy's Cutoff,40.4429004,-106.75185,14,trail,
Cathy's Cutoff,40.4444704,-106.7491688,14,trail,
Pete's Wicked Trail,40.4481589,-106.7490907,14,trail,
Look-See,40.4549253,-106.7886886,14,trail,
Rustler's Ridge Connector Trail,40.4545722,-106.7877287,14,trail,
Flying Diamond,40.4576548,-106.7710636,14,trail,
Tenderfoot Trail,40.4551794,-106.7727019,14,trail,
Creekside,40.4677351,-106.7795209,14,trail,
Root Canal,40.4605397,-106.856164,131,trail,
Skyline Trail,40.4757707,-106.7851553,14,trail,
Sanctuary Trail,40.4742731,-106.7945709,14,trail,
Sanctuary Trail,40.4745421,-106.7889061,14,trail,
Sanctuary Trail,40.474342,-106.7891931,14,trail,
Sanctuary Trail,40.4742106,-106.7895822,14,trail,
Mile Run,40.4796765,-106.8372558,131,trail,
Lupine,40.4807156,-106.8334047,131,trail,
Bluffs Loop,40.4775542,-106.8318532,131,trail,
Riverfront Trail - Monument View Section,39.1351016,-108.6972783,30,trail,
Riverfront Trail - Monument View Section,39.1347641,-108.6966317,30,trail,
Section 16 Connector,38.8232771,-104.8843251,59,trail,
Columbine Trail,38.791135,-104.8678131,59,trail,
Columbine Trail,38.7907829,-104.8699033,59,trail,
Columbine Trail,38.7901284,-104.8717152,59,trail,
Columbine Trail,38.7900239,-104.8733673,59,trail,
Columbine Trail,38.7907754,-104.8743942,59,trail,
Columbine Trail,38.791595,-104.8750269,59,trail,
Columbine Trail,38.7919607,-104.8761029,59,trail,
Columbine Trail,38.7913184,-104.8777123,59,trail,
Columbine Trail,38.7913851,-104.8792635,59,trail,
Columbine Trail,38.791884,-104.8811411,59,trail,
Columbine Trail,38.7923087,-104.8820659,59,trail,
Columbine Trail,38.7925127,-104.8829706,59,trail,
Columbine Trail,38.7925538,-104.8838008,59,trail,
Columbine Trail,38.7928114,-104.8845166,59,trail,
Columbine Trail,38.7931325,-104.8850702,59,trail,
Columbine Trail,38.7933599,-104.8852976,59,trail,
Columbine Trail,38.7942463,-104.8862332,59,trail,
Columbine Trail,38.7940891,-104.8871087,59,trail,
Columbine Trail,38.7939586,-104.8892502,59,trail,
Columbine Trail,38.7913746,-104.8977384,59,trail,
Columbine Trail,38.7932902,-104.8921789,59,trail,
East Canyon Trail,39.3258584,-104.7308505,104,trail,
East Canyon Trail,39.3242965,-104.7272968,104,trail,
Colorado Front Range Trail,39.1912241,-104.856234,51,trail,
Colorado Front Range Trail,39.1948143,-104.8568621,51,trail,
Colorado Front Range Trail,39.2023917,-104.8632205,51,trail,
Colorado Front Range Trail,39.2099413,-104.8695792,51,trail,
Piney Creek Trail,39.5665548,-104.7081848,104,trail,
NPR,40.4850347,-106.8408326,131,trail,
Stephanie's Trail,38.820942,-104.8904788,59,trail,
Stephanie's Trail,38.8209754,-104.8904923,59,trail,
Cub Trail,38.8231741,-104.8878681,59,trail,
Cub Trail,38.8231261,-104.8877475,59,trail,
Cowboy Trail,37.2444138,-107.8385135,75,trail,
Thunderhead Trail,40.4578011,-106.7894527,14,trail,
Zig Zag,40.4633422,-106.7895698,14,trail,
Zig Zag Trail,40.4637344,-106.7895698,14,trail,
Zig Zag Trail,40.4641923,-106.7848947,14,trail,
Shooks Run Trail,38.8347757,-104.8131872,118,trail,
Shooks Run Trail,38.8346188,-104.8135786,118,trail,
Bock Trail,38.8484983,-104.8798804,59,trail,
Bock Trail,38.8494338,-104.8788706,59,trail,
The Street,39.7346381,-105.1540982,391,trail,
ADA Fishing Access Trail,39.5207123,-105.0780374,51,trail,
Wildlife Viewing,39.5258847,-105.0752962,51,trail,
Wildlife Viewing,39.5258439,-105.0756607,51,trail,
Wildlife Viewing,39.5258488,-105.0757943,51,trail,
Wildlife Viewing,39.5262056,-105.0763501,51,trail,
Wildlife Viewing,39.5258556,-105.0758911,51,trail,
Roundup Trail,38.8430997,-104.8898164,59,trail,
Roundup Trail,38.8404706,-104.8911161,59,trail,
Roundup Trail,38.8395231,-104.890277,59,trail,
Roundup Trail,38.8391412,-104.8886768,59,trail,
Roundup Trail,38.838188,-104.8868086,59,trail,
Mesa Trail,38.8401765,-104.8914387,59,trail,
Confluence/Sand Canyon Access Trail,40.5243898,-108.9807694,10,trail,
West Moab Trail,38.8832839,-104.7705856,110,trail,
Mourning Dove Trail,40.6483485,-104.3406893,87,trail,
Douglass City Trail,39.2504195,-106.478131,48,trail,
Homestead Open Space,39.6338621,-106.5976696,45,trail,
Creamery Gulch,39.6337555,-106.6009763,45,trail,
Skills course,39.6831744,-105.0047815,391,trail,
Dirt jumps XS,39.683245,-105.005106,391,trail,
Dirt jumps L,39.6828339,-105.0048885,391,trail,
Dirt jumps M,39.6829256,-105.0049471,391,trail,
Dirt jumps S,39.6829797,-105.0049493,391,trail,
Practice pump track,39.6834195,-105.0050732,391,trail,
Pump track,39.6836803,-105.0049059,391,trail,
Ladders,38.7982183,-104.8871753,59,trail,
Mount Galbraith Summit Trail,39.7645741,-105.2552706,38,trail,
Half Ridge Rock Roll Bypass,37.2708657,-107.8619207,75,trail,
Half Ridge Rock Roll Bypass,37.2708484,-107.8619825,75,trail,
Half Ridge Alternate,37.2687335,-107.8642847,75,trail,
Half Ridge,37.2658914,-107.8657798,75,trail,
Skyline Trail,38.9481409,-104.7846454,110,trail,
Skyline Trail,38.9512588,-104.7831029,110,trail,
Skyline Trail,38.955713,-104.7844002,110,trail,
Skyline Trail,38.9544194,-104.7843193,110,trail,
Columbine Trail,38.7909018,-104.8689101,59,trail,
Cherry Creek Trail,39.3985178,-104.764269,104,trail,
Upper Grabens,37.2903355,-107.8936256,74,trail,
Columbine Trail,38.7918031,-104.8801749,59,trail,
Columbine Trail,38.7917496,-104.8804847,59,trail,
Columbine Trail,38.7912226,-104.8671984,59,trail,
Pointed Laccolith,38.8620212,-106.9178677,55,trail,
Ladders,38.7988427,-104.8806915,59,trail,
Penrose,38.7980683,-104.8790942,59,trail,
High Line Canal Trail,39.5291601,-105.056357,51,trail,
Lost Lake Trail #2,39.7113517,-106.3814618,36,trail,
Lost Lake Parimiter Trail,39.7142911,-106.3872611,36,trail,
Lost Lake Trail #2,39.7127803,-106.3863069,36,trail,
Lost Lake Trail #2,39.7130068,-106.3833196,36,trail,
Lost Lake Trail #2,39.7125719,-106.382277,36,trail,
Lost Lake Parimiter Trail,39.7123432,-106.3896045,36,trail,
Lost Lake Trail #2,39.7101214,-106.3808593,36,trail,
Lost Lake Trail #2,39.7101562,-106.380842,36,trail,
Lost Lake Trail,39.7143066,-106.3944654,36,trail,
Homestead Trail,38.8539617,-104.7513274,110,trail,
Scotsman Trail,38.8700322,-104.8851241,511,trail,
Scotsman Trail,38.8711904,-104.8848924,511,trail,
Scotsman Trail,38.8708149,-104.884893,511,trail,
Scotsman Trail,38.8704403,-104.884985,511,trail,
Buckskin Charlie Trail,38.8698955,-104.8827328,511,trail,
Buckskin Charlie Trail,38.870025,-104.882048,511,trail,
Ute Trail,38.8732814,-104.8775136,511,trail,
Ute Trail,38.8730274,-104.8772712,511,trail,
Cottonwood Creek Trail,38.9298074,-104.765179,110,trail,
Cottonwood Creek Trail,38.9298598,-104.7650354,110,trail,
Oh-Be-Joyful Trail,38.9143636,-107.0340931,55,trail,
Oh-Be-Joyful Trail,38.9144565,-107.0338139,55,trail,
Oh-Be-Joyful Trail,38.9108354,-107.0404405,55,trail,
Fitness Trail,39.6508323,-105.1591246,391,trail,
Cottonwood Trail,39.6495455,-105.1489563,391,trail,
Connector Trail,39.6502131,-105.1476856,391,trail,
Connector Trail,39.6501031,-105.1468882,391,trail,
Connector Trail,39.6497857,-105.1478159,391,trail,
Cottonwood Trail,39.648342,-105.1492012,391,trail,
Mt. Carbon Loop,39.6477079,-105.148944,391,trail,
Connector Trail,39.6469836,-105.1481476,391,trail,
Connector Trail,39.6465726,-105.1500253,391,trail,
Cowen Trail,39.6425271,-105.154885,391,trail,
Mt. Carbon Loop,39.6472383,-105.1484703,391,trail,
Mt. Carbon Loop,39.6472922,-105.1486138,391,trail,
Cathy Johnson Trail,39.5712782,-105.1465923,391,trail,
Coyote Song Trail,39.5583988,-105.1428782,391,trail,
Prairie Falcon Trail,39.5573265,-105.1446779,391,trail,
Rattlesnake Gulch Trail,39.5494231,-105.152746,391,trail,
Plymouth Creek Trail,39.5429847,-105.1520699,461,trail,
Meadowlark Trail,39.5432172,-105.1519871,461,trail,
Plymouth Creek Trail,39.5297186,-105.1606144,461,trail,
Plymouth Mountain Trail,39.5262958,-105.1540885,461,trail,
Two Brands Trail,39.5330046,-105.1077341,461,trail,
Pikes Peak Greenway,38.8204186,-104.8329468,118,trail,
Denver Water Only,39.5071288,-105.0304251,51,trail,
Three Lakes Loop Trail,38.8689995,-107.2109668,53,trail,
Three Lakes Campground Trail,38.8681623,-107.2107934,53,trail,
Three Lakes Campground Trail,38.8702963,-107.2090808,53,trail,
Sinton Trail,38.8843227,-104.8360253,511,trail,
NPR Trail,40.4750527,-106.8426038,131,trail,
Sand Canyon Trail,38.8489422,-104.886167,59,trail,
Peewink Spur,40.0020903,-105.4446674,29,trail,
FS 331.1C,40.0017953,-105.4445936,29,trail,
Chamberlain,38.7947707,-104.872351,59,trail,
Cornet Creek Trail,37.9420759,-107.8114818,70,trail,
Jud Wiebe Memorial Trail,37.9409436,-107.8124449,70,trail,
Jud Wiebe Memorial Trail,37.9411553,-107.8123894,70,trail,
Shooks Run Trail,38.8229276,-104.8170599,118,trail,
Shooks Run Trail,38.8249318,-104.816683,118,trail,
Shooks Run Trail,38.8278204,-104.8146469,118,trail,
Sisters Trail,39.6272739,-105.3504051,39,trail,
Ponderosa Trail,39.624956,-105.3530547,39,trail,
Homestead Trail,39.6246907,-105.3556466,39,trail,
Ponderosa Trail,39.6230916,-105.3553902,39,trail,
Dwights,39.4727027,-106.084063,37,trail,
Lois Lane Trail,39.6132207,-105.3485265,39,trail,
Lois Lane Trail,39.6120275,-105.3488713,39,trail,
Midland trail (Walnut connection),38.8308785,-104.8359866,511,trail,
Colorado Trail (Segment 4),39.3151654,-105.5322696,501,trail,
Colorado Trail (Segment 4),39.3055883,-105.5120424,501,trail,
Mitchell Lake Trail,40.0856093,-105.5932018,20,trail,
Mitchell Lake Trail,40.0861202,-105.5976168,20,trail,
Turquoise Lake Trail,39.2774788,-106.4157275,48,trail,
Turquoise Lake Trail,39.2768299,-106.4075343,48,trail,
Turquoise Lake Trail,39.2780389,-106.4272479,48,trail,
Turquoise Lake Trail,39.2782057,-106.4239027,48,trail,
G. Harvey Nuckolls Bridge,38.2597643,-104.615566,84,trail,
Oxbow Park Trail,37.3091075,-107.8549999,75,trail,
Maroon-Snowmass Trail,39.0970001,-106.9477965,43,trail,
Maroon-Snowmass Trail,39.0970217,-106.947762,43,trail,
Maroon-Snowmass Trail,39.0969775,-106.947833,43,trail,
Maroon-Snowmass Trail,39.0976167,-106.9467719,43,trail,
Copper Pass Spur Trail,39.0099027,-106.9238011,43,trail,
Copper Pass Spur Trail,39.0012248,-106.9136206,43,trail,
Cottonwood Creek Woodman Parkway connection,38.9394643,-104.7407052,110,trail,
Boy Scouts,39.5983729,-105.9410826,37,trail,
Helter Skelter,39.6017267,-105.9483362,37,trail,
Easy Street,39.6035886,-105.9420003,37,trail,
Suzie Cruise,39.5861839,-105.9549889,37,trail,
Suzie Cruise,39.5845125,-105.9522242,37,trail,
Easy Street,39.6041626,-105.941518,37,trail,
Let it Ride,39.5864012,-105.9560636,37,trail,
Butler Gulch Trail,39.760756,-105.8676518,39,trail,
Upper Merve,37.3145564,-107.8808085,74,trail,
Upper Merve,37.3195482,-107.8783875,74,trail,
Dalla Animas Connector,37.303009,-107.8778266,74,trail,
Powerline (#310),37.2703567,-107.11165,77,trail,
Powerline (#310),37.2710438,-107.1087172,77,trail,
South Zapata Trail,37.6039497,-105.5234503,82,trail,
