name,lat,lon,type,elevation,osm_id,osm_type,source,gmu
Sanctuary Trail,40.474342,-106.7891931,trail,,1282653764,way,openstreetmap,14
Sanctuary Trail,40.4742106,-106.7895822,trail,,1282653765,way,openstreetmap,14
Mile Run,40.4796765,-106.8372558,trail,,1282714084,way,openstreetmap,131
Lupine,40.4807156,-106.8334047,trail,,1282717085,way,openstreetmap,131
Bluffs Loop,40.4775542,-106.8318532,trail,,1282717086,way,openstreetmap,131
Riverfront Trail - Monument View Section,39.1351016,-108.6972783,trail,,1283422215,way,openstreetmap,30
Riverfront Trail - Monument View Section,39.1347641,-108.6966317,trail,,1283422216,way,openstreetmap,30
Section 16 Connector,38.8232771,-104.8843251,trail,,1284121234,way,openstreetmap,59
Columbine Trail,38.791135,-104.8678131,trail,,1284452392,way,openstreetmap,59
Columbine Trail,38.7907829,-104.8699033,trail,,1284452393,way,openstreetmap,59
Columbine Trail,38.7901284,-104.8717152,trail,,1284452394,way,openstreetmap,59
Columbine Trail,38.7900239,-104.8733673,trail,,1284452395,way,openstreetmap,59
Columbine Trail,38.7907754,-104.8743942,trail,,1284452396,way,openstreetmap,59
Columbine Trail,38.791595,-104.8750269,trail,,1284452397,way,openstreetmap,59
Columbine Trail,38.7919607,-104.8761029,trail,,1284452398,way,openstreetmap,59
Columbine Trail,38.7913184,-104.8777123,trail,,1284452399,way,openstreetmap,59
Columbine Trail,38.7913851,-104.8792635,trail,,1284452400,way,openstreetmap,59
Columbine Trail,38.791884,-104.8811411,trail,,1284452401,way,openstreetmap,59
Columbine Trail,38.7923087,-104.8820659,trail,,1284452402,way,openstreetmap,59
Columbine Trail,38.7925127,-104.8829706,trail,,1284452403,way,openstreetmap,59
Columbine Trail,38.7925538,-104.8838008,trail,,1284452404,way,openstreetmap,59
Columbine Trail,38.7928114,-104.8845166,trail,,1284452405,way,openstreetmap,59
Columbine Trail,38.7931325,-104.8850702,trail,,1284452406,way,openstreetmap,59
Columbine Trail,38.7933599,-104.8852976,trail,,1284452407,way,openstreetmap,59
Columbine Trail,38.7942463,-104.8862332,trail,,1284452408,way,openstreetmap,59
Columbine Trail,38.7940891,-104.8871087,trail,,1284452409,way,openstreetmap,59
Columbine Trail,38.7939586,-104.8892502,trail,,1284452410,way,openstreetmap,59
Columbine Trail,38.7913746,-104.8977384,trail,,1284452411,way,openstreetmap,59
Columbine Trail,38.7932902,-104.8921789,trail,,1284452412,way,openstreetmap,59
East Canyon Trail,39.3258584,-104.7308505,trail,,1285099125,way,openstreetmap,104
East Canyon Trail,39.3242965,-104.7272968,trail,,1285099126,way,openstreetmap,104
Colorado Front Range Trail,39.1912241,-104.856234,trail,,1285504069,way,openstreetmap,51
Colorado Front Range Trail,39.1948143,-104.8568621,trail,,1285504070,way,openstreetmap,51
Colorado Front Range Trail,39.2023917,-104.8632205,trail,,1285504071,way,openstreetmap,51
Colorado Front Range Trail,39.2099413,-104.8695792,trail,,1285504072,way,openstreetmap,51
Piney Creek Trail,39.5665548,-104.7081848,trail,,1285621134,way,openstreetmap,104
NPR,40.4850347,-106.8408326,trail,,1285796712,way,openstreetmap,131
Stephanie's Trail,38.820942,-104.8904788,trail,,1285976914,way,openstreetmap,59
Stephanie's Trail,38.8209754,-104.8904923,trail,,1285976915,way,openstreetmap,59
Cub Trail,38.8231741,-104.8878681,trail,,1285977904,way,openstreetmap,59
Cub Trail,38.8231261,-104.8877475,trail,,1285977905,way,openstreetmap,59
Cowboy Trail,37.2444138,-107.8385135,trail,,1286143386,way,openstreetmap,75
Thunderhead Trail,40.4578011,-106.7894527,trail,,1286150202,way,openstreetmap,14
Zig Zag,40.4633422,-106.7895698,trail,,1286161806,way,openstreetmap,14
Zig Zag Trail,40.4637344,-106.7895698,trail,,1286162823,way,openstreetmap,14
Zig Zag Trail,40.4641923,-106.7848947,trail,,1286163350,way,openstreetmap,14
Shooks Run Trail,38.8347757,-104.8131872,trail,,1286470486,way,openstreetmap,118
Shooks Run Trail,38.8346188,-104.8135786,trail,,1286470487,way,openstreetmap,118
Bock Trail,38.8484983,-104.8798804,trail,,1286682120,way,openstreetmap,59
Bock Trail,38.8494338,-104.8788706,trail,,1286682121,way,openstreetmap,59
The Street,39.7346381,-105.1540982,trail,,1287207059,way,openstreetmap,391
ADA Fishing Access Trail,39.5207123,-105.0780374,trail,,1287223493,way,openstreetmap,51
Wildlife Viewing,39.5258847,-105.0752962,trail,,1287227744,way,openstreetmap,51
Wildlife Viewing,39.5258439,-105.0756607,trail,,1287227746,way,openstreetmap,51
Wildlife Viewing,39.5258488,-105.0757943,trail,,1287227747,way,openstreetmap,51
Wildlife Viewing,39.5262056,-105.0763501,trail,,1287227748,way,openstreetmap,51
Wildlife Viewing,39.5258556,-105.0758911,trail,,1287227749,way,openstreetmap,51
Roundup Trail,38.8430997,-104.8898164,trail,,1287230885,way,openstreetmap,59
Roundup Trail,38.8404706,-104.8911161,trail,,1287230886,way,openstreetmap,59
Roundup Trail,38.8395231,-104.890277,trail,,1287230887,way,openstreetmap,59
Roundup Trail,38.8391412,-104.8886768,trail,,1287230888,way,openstreetmap,59
Roundup Trail,38.838188,-104.8868086,trail,,1287230889,way,openstreetmap,59
Mesa Trail,38.8401765,-104.8914387,trail,,1287232620,way,openstreetmap,59
Confluence/Sand Canyon Access Trail,40.5243898,-108.9807694,trail,,1287277212,way,openstreetmap,10
West Moab Trail,38.8832839,-104.7705856,trail,,1287986811,way,openstreetmap,110
Mourning Dove Trail,40.6483485,-104.3406893,trail,,1288144271,way,openstreetmap,87
Douglass City Trail,39.2504195,-106.478131,trail,,1288554238,way,openstreetmap,48
Homestead Open Space,39.6338621,-106.5976696,trail,,1288796763,way,openstreetmap,45
Creamery Gulch,39.6337555,-106.6009763,trail,,1288796764,way,openstreetmap,45
Skills course,39.6831744,-105.0047815,trail,,1288841856,way,openstreetmap,391
Dirt jumps XS,39.683245,-105.005106,trail,,1288841857,way,openstreetmap,391
Dirt jumps L,39.6828339,-105.0048885,trail,,1288841858,way,openstreetmap,391
Dirt jumps M,39.6829256,-105.0049471,trail,,1288841859,way,openstreetmap,391
Dirt jumps S,39.6829797,-105.0049493,trail,,1288841860,way,openstreetmap,391
Practice pump track,39.6834195,-105.0050732,trail,,1288841861,way,openstreetmap,391
Pump track,39.6836803,-105.0049059,trail,,1288841862,way,openstreetmap,391
Ladders,38.7982183,-104.8871753,trail,,1289138767,way,openstreetmap,59
Mount Galbraith Summit Trail,39.7645741,-105.2552706,trail,,1289473902,way,openstreetmap,38
Half Ridge Rock Roll Bypass,37.2708657,-107.8619207,trail,,1290121014,way,openstreetmap,75
Half Ridge Rock Roll Bypass,37.2708484,-107.8619825,trail,,1290121015,way,openstreetmap,75
Half Ridge Alternate,37.2687335,-107.8642847,trail,,1290121016,way,openstreetmap,75
Half Ridge,37.2658914,-107.8657798,trail,,1290121017,way,openstreetmap,75
Skyline Trail,38.9481409,-104.7846454,trail,,1290337703,way,openstreetmap,110
Skyline Trail,38.9512588,-104.7831029,trail,,1290337705,way,openstreetmap,110
Skyline Trail,38.955713,-104.7844002,trail,,1290337707,way,openstreetmap,110
Skyline Trail,38.9544194,-104.7843193,trail,,1290337709,way,openstreetmap,110
Columbine Trail,38.7909018,-104.8689101,trail,,1290494474,way,openstreetmap,59
Cherry Creek Trail,39.3985178,-104.764269,trail,,1290779382,way,openstreetmap,104
Upper Grabens,37.2903355,-107.8936256,trail,,1292183081,way,openstreetmap,74
Columbine Trail,38.7918031,-104.8801749,trail,,1292526731,way,openstreetmap,59
Columbine Trail,38.7917496,-104.8804847,trail,,1292526732,way,openstreetmap,59
Columbine Trail,38.7912226,-104.8671984,trail,,1292530653,way,openstreetmap,59
Pointed Laccolith,38.8620212,-106.9178677,trail,,1292633065,way,openstreetmap,55
Ladders,38.7988427,-104.8806915,trail,,1292755710,way,openstreetmap,59
Penrose,38.7980683,-104.8790942,trail,,1292900834,way,openstreetmap,59
High Line Canal Trail,39.5291601,-105.056357,trail,,1293116451,way,openstreetmap,51
Lost Lake Trail #2,39.7113517,-106.3814618,trail,,1293298671,way,openstreetmap,36
Lost Lake Parimiter Trail,39.7142911,-106.3872611,trail,,1293298672,way,openstreetmap,36
Lost Lake Trail #2,39.7127803,-106.3863069,trail,,1293298673,way,openstreetmap,36
Lost Lake Trail #2,39.7130068,-106.3833196,trail,,1293298674,way,openstreetmap,36
Lost Lake Trail #2,39.7125719,-106.382277,trail,,1293298675,way,openstreetmap,36
Lost Lake Parimiter Trail,39.7123432,-106.3896045,trail,,1293298676,way,openstreetmap,36
Lost Lake Trail #2,39.7101214,-106.3808593,trail,,1293298677,way,openstreetmap,36
Lost Lake Trail #2,39.7101562,-106.380842,trail,,1293298678,way,openstreetmap,36
Lost Lake Trail,39.7143066,-106.3944654,trail,,1293299533,way,openstreetmap,36
Homestead Trail,38.8539617,-104.7513274,trail,,1293521853,way,openstreetmap,110
Scotsman Trail,38.8700322,-104.8851241,trail,,1293746927,way,openstreetmap,511
Scotsman Trail,38.8711904,-104.8848924,trail,,1293746928,way,openstreetmap,511
Scotsman Trail,38.8708149,-104.884893,trail,,1293746929,way,openstreetmap,511
Scotsman Trail,38.8704403,-104.884985,trail,,1293746930,way,openstreetmap,511
Buckskin Charlie Trail,38.8698955,-104.8827328,trail,,1293783932,way,openstreetmap,511
Buckskin Charlie Trail,38.870025,-104.882048,trail,,1293783933,way,openstreetmap,511
Ute Trail,38.8732814,-104.8775136,trail,,1293783942,way,openstreetmap,511
Ute Trail,38.8730274,-104.8772712,trail,,1293783943,way,openstreetmap,511
Cottonwood Creek Trail,38.9298074,-104.765179,trail,,1293784844,way,openstreetmap,110
Cottonwood Creek Trail,38.9298598,-104.7650354,trail,,1293784845,way,openstreetmap,110
Oh-Be-Joyful Trail,38.9143636,-107.0340931,trail,,1294632620,way,openstreetmap,55
Oh-Be-Joyful Trail,38.9144565,-107.0338139,trail,,1294632623,way,openstreetmap,55
Oh-Be-Joyful Trail,38.9108354,-107.0404405,trail,,1294632625,way,openstreetmap,55
Fitness Trail,39.6508323,-105.1591246,trail,,1294768334,way,openstreetmap,391
Cottonwood Trail,39.6495455,-105.1489563,trail,,1294768335,way,openstreetmap,391
Connector Trail,39.6502131,-105.1476856,trail,,1294768336,way,openstreetmap,391
Connector Trail,39.6501031,-105.1468882,trail,,1294768337,way,openstreetmap,391
Connector Trail,39.6497857,-105.1478159,trail,,1294768339,way,openstreetmap,391
Cottonwood Trail,39.648342,-105.1492012,trail,,1294768340,way,openstreetmap,391
Mt. Carbon Loop,39.6477079,-105.148944,trail,,1294768341,way,openstreetmap,391
Connector Trail,39.6469836,-105.1481476,trail,,1294768343,way,openstreetmap,391
Connector Trail,39.6465726,-105.1500253,trail,,1294768344,way,openstreetmap,391
Cowen Trail,39.6425271,-105.154885,trail,,1294768345,way,openstreetmap,391
Mt. Carbon Loop,39.6472383,-105.1484703,trail,,1294772344,way,openstreetmap,391
Mt. Carbon Loop,39.6472922,-105.1486138,trail,,1294772345,way,openstreetmap,391
Cathy Johnson Trail,39.5712782,-105.1465923,trail,,1294772347,way,openstreetmap,391
Coyote Song Trail,39.5583988,-105.1428782,trail,,1294826570,way,openstreetmap,391
Prairie Falcon Trail,39.5573265,-105.1446779,trail,,1294826571,way,openstreetmap,391
Rattlesnake Gulch Trail,39.5494231,-105.152746,trail,,1294826572,way,openstreetmap,391
Plymouth Creek Trail,39.5429847,-105.1520699,trail,,1294826573,way,openstreetmap,461
Meadowlark Trail,39.5432172,-105.1519871,trail,,1294826575,way,openstreetmap,461
Plymouth Creek Trail,39.5297186,-105.1606144,trail,,1294826577,way,openstreetmap,461
Plymouth Mountain Trail,39.5262958,-105.1540885,trail,,1294826578,way,openstreetmap,461
Two Brands Trail,39.5330046,-105.1077341,trail,,1294826579,way,openstreetmap,461
Pikes Peak Greenway,38.8204186,-104.8329468,trail,,1295008664,way,openstreetmap,118
Denver Water Only,39.5071288,-105.0304251,trail,,1295067671,way,openstreetmap,51
Three Lakes Loop Trail,38.8689995,-107.2109668,trail,,1295078119,way,openstreetmap,53
Three Lakes Campground Trail,38.8681623,-107.2107934,trail,,1295100689,way,openstreetmap,53
Three Lakes Campground Trail,38.8702963,-107.2090808,trail,,1295841452,way,openstreetmap,53
Sinton Trail,38.8843227,-104.8360253,trail,,1296122632,way,openstreetmap,511
NPR Trail,40.4750527,-106.8426038,trail,,1296210076,way,openstreetmap,131
Sand Canyon Trail,38.8489422,-104.886167,trail,,1296528426,way,openstreetmap,59
Peewink Spur,40.0020903,-105.4446674,trail,,1296682369,way,openstreetmap,29
FS 331.1C,40.0017953,-105.4445936,trail,,1296682370,way,openstreetmap,29
Chamberlain,38.7947707,-104.872351,trail,,1298673640,way,openstreetmap,59
Cornet Creek Trail,37.9420759,-107.8114818,trail,,1298935057,way,openstreetmap,70
Jud Wiebe Memorial Trail,37.9409436,-107.8124449,trail,,1298935058,way,openstreetmap,70
Jud Wiebe Memorial Trail,37.9411553,-107.8123894,trail,,1298935059,way,openstreetmap,70
Shooks Run Trail,38.8229276,-104.8170599,trail,,1299149099,way,openstreetmap,118
Shooks Run Trail,38.8249318,-104.816683,trail,,1299149100,way,openstreetmap,118
Shooks Run Trail,38.8278204,-104.8146469,trail,,1299149101,way,openstreetmap,118
Sisters Trail,39.6272739,-105.3504051,trail,,1299302859,way,openstreetmap,39
Ponderosa Trail,39.624956,-105.3530547,trail,,1299302860,way,openstreetmap,39
Homestead Trail,39.6246907,-105.3556466,trail,,1299302861,way,openstreetmap,39
Ponderosa Trail,39.6230916,-105.3553902,trail,,1299302862,way,openstreetmap,39
Dwights,39.4727027,-106.084063,trail,,1299852678,way,openstreetmap,37
Lois Lane Trail,39.6132207,-105.3485265,trail,,1300314950,way,openstreetmap,39
Lois Lane Trail,39.6120275,-105.3488713,trail,,1300314951,way,openstreetmap,39
Midland trail (Walnut connection),38.8308785,-104.8359866,trail,,1300316056,way,openstreetmap,511
Colorado Trail (Segment 4),39.3151654,-105.5322696,trail,,1301030219,way,openstreetmap,501
Colorado Trail (Segment 4),39.3055883,-105.5120424,trail,,1301030220,way,openstreetmap,501
Mitchell Lake Trail,40.0856093,-105.5932018,trail,,1301139733,way,openstreetmap,20
Mitchell Lake Trail,40.0861202,-105.5976168,trail,,1301139734,way,openstreetmap,20
Turquoise Lake Trail,39.2774788,-106.4157275,trail,,1301397727,way,openstreetmap,48
Turquoise Lake Trail,39.2768299,-106.4075343,trail,,1301397728,way,openstreetmap,48
Turquoise Lake Trail,39.2780389,-106.4272479,trail,,1301397729,way,openstreetmap,48
Turquoise Lake Trail,39.2782057,-106.4239027,trail,,1301397730,way,openstreetmap,48
G. Harvey Nuckolls Bridge,38.2597643,-104.615566,trail,,1301619478,way,openstreetmap,84
Oxbow Park Trail,37.3091075,-107.8549999,trail,,1301778826,way,openstreetmap,75
Maroon-Snowmass Trail,39.0970001,-106.9477965,trail,,1301854704,way,openstreetmap,43
Maroon-Snowmass Trail,39.0970217,-106.947762,trail,,1301854705,way,openstreetmap,43
Maroon-Snowmass Trail,39.0969775,-106.947833,trail,,1301854706,way,openstreetmap,43
Maroon-Snowmass Trail,39.0976167,-106.9467719,trail,,1301854707,way,openstreetmap,43
Copper Pass Spur Trail,39.0099027,-106.9238011,trail,,1301859355,way,openstreetmap,43
Copper Pass Spur Trail,39.0012248,-106.9136206,trail,,1301859356,way,openstreetmap,43
Cottonwood Creek Woodman Parkway connection,38.9394643,-104.7407052,trail,,1302101320,way,openstreetmap,110
Boy Scouts,39.5983729,-105.9410826,trail,,1302133633,way,openstreetmap,37
Helter Skelter,39.6017267,-105.9483362,trail,,1302133635,way,openstreetmap,37
Easy Street,39.6035886,-105.9420003,trail,,1302133636,way,openstreetmap,37
Suzie Cruise,39.5861839,-105.9549889,trail,,1302246977,way,openstreetmap,37
Suzie Cruise,39.5845125,-105.9522242,trail,,1302246978,way,openstreetmap,37
Easy Street,39.6041626,-105.941518,trail,,1302246979,way,openstreetmap,37
Let it Ride,39.5864012,-105.9560636,trail,,1302246980,way,openstreetmap,37
Butler Gulch Trail,39.760756,-105.8676518,trail,,1302319574,way,openstreetmap,39
Upper Merve,37.3145564,-107.8808085,trail,,1302360710,way,openstreetmap,74
Upper Merve,37.3195482,-107.8783875,trail,,1302360711,way,openstreetmap,74
Dalla Animas Connector,37.303009,-107.8778266,trail,,1302585518,way,openstreetmap,74
Powerline (#310),37.2703567,-107.11165,trail,,1302716977,way,openstreetmap,77
Powerline (#310),37.2710438,-107.1087172,trail,,1302716978,way,openstreetmap,77
South Zapata Trail,37.6039497,-105.5234503,trail,,1303118448,way,openstreetmap,82
Railroad Bed Trail,39.6075608,-104.8269112,trail,,1303170383,way,openstreetmap,104
Cottonwood Creek Trail,39.6250756,-104.8460218,trail,,1303170384,way,openstreetmap,104
Dam Trail,39.6509214,-104.8532962,trail,,1303170390,way,openstreetmap,104
Smoky Hill Trail,39.6512396,-104.8508242,trail,,1303170391,way,openstreetmap,104
EZ Ridder Trail,40.4592071,-106.7977755,trail,,1303204329,way,openstreetmap,14
So What,40.4647507,-106.7718811,trail,,1303324902,way,openstreetmap,14
Blanca Peak Northwest Ridge Route,37.5781776,-105.4857053,trail,,1303330453,way,openstreetmap,82
Lily Lake Trail,37.6066387,-105.4808199,trail,,1303355330,way,openstreetmap,861
Zapata Trail,37.6416776,-105.4789901,trail,,1303375690,way,openstreetmap,861
North Fork Lake Creek Trail,39.1199207,-106.536521,trail,,1303700810,way,openstreetmap,48
Laplata Peak-Blackbear Trail,38.994099,-106.4710865,trail,,1303933336,way,openstreetmap,48
Pear Lake Trail,38.9176884,-106.3923195,trail,,1303996937,way,openstreetmap,55
Mount Oxford - Mount Belford Trail,38.961599,-106.3498371,trail,,1304311176,way,openstreetmap,481
Wapiti,37.9165248,-107.8293989,trail,,1304324640,way,openstreetmap,70
Dexter Creek Trail (205),38.0631851,-107.636206,trail,,1304335068,way,openstreetmap,65
Difficulty Creek Trail (214),38.0490102,-107.6140712,trail,,1304335069,way,openstreetmap,65
Skunk Creek,37.9191191,-107.8653379,trail,,1304337376,way,openstreetmap,70
River Trail,37.9671788,-107.955648,trail,,1304339087,way,openstreetmap,70
Boot Camp,39.8888635,-105.7673366,trail,,1304484471,way,openstreetmap,28
Shy Ann,39.8751778,-105.7789911,trail,,1304492075,way,openstreetmap,28
Shy Ann,39.878539,-105.7820208,trail,,1304492076,way,openstreetmap,28
Upper Boulevard,39.8764398,-105.7764203,trail,,1304492077,way,openstreetmap,28
Wall Street,39.8771981,-105.7800869,trail,,1304492306,way,openstreetmap,28
Middle Boulevard,39.87835,-105.7788385,trail,,1304493189,way,openstreetmap,28
Search and Seizure,39.8760295,-105.7774591,trail,,1304495249,way,openstreetmap,28
Middle Boulevard,39.8796436,-105.7798704,trail,,1304496587,way,openstreetmap,28
Middle Boulevard,39.8818389,-105.776439,trail,,1304496588,way,openstreetmap,28
Middle Boulevard,39.8844436,-105.7708042,trail,,1304496589,way,openstreetmap,28
Trestle Downhill,39.8803573,-105.7766068,trail,,1304497043,way,openstreetmap,28
Trestle Downhill,39.8831068,-105.7734957,trail,,1304497044,way,openstreetmap,28
Beeall Ucanb,39.8884103,-105.7666803,trail,,1304498529,way,openstreetmap,28
Banana Peel,39.8873092,-105.7688785,trail,,1304500716,way,openstreetmap,28
Middle Boulevard,39.8856842,-105.7694602,trail,,1304500719,way,openstreetmap,28
Bear Arms,39.886777,-105.7691398,trail,,1304500720,way,openstreetmap,28
Bear Arms,39.8889533,-105.7683425,trail,,1304500721,way,openstreetmap,28
Space Ape,39.8873409,-105.769069,trail,,1304500722,way,openstreetmap,28
Lower Green World,39.8896589,-105.7705985,trail,,1304501100,way,openstreetmap,28
Labyrinth Trail,38.5298291,-105.9761367,trail,,1304529935,way,openstreetmap,57
Labyrinth Trail,38.5295826,-105.9767433,trail,,1304529936,way,openstreetmap,57
Blue Crush,39.8742839,-105.7797173,trail,,1304532009,way,openstreetmap,28
Rainmaker,39.8803188,-105.7816437,trail,,1304532011,way,openstreetmap,28
Sweet Dreams Trail,38.5282581,-105.9748097,trail,,1304536979,way,openstreetmap,57
Backside Trail,38.5439035,-105.9850357,trail,,1304541926,way,openstreetmap,57
Backside Trail,38.5422537,-105.98599,trail,,1304542007,way,openstreetmap,57
Lower Rainmaker,39.888401,-105.7785847,trail,,1304544876,way,openstreetmap,28
Green World,39.8724092,-105.7817453,trail,,1304544877,way,openstreetmap,28
Backside Trail,38.5403115,-105.9849552,trail,,1304547962,way,openstreetmap,57
Green World,39.8753322,-105.7895548,trail,,1304653659,way,openstreetmap,28
Upper Green World,39.8709446,-105.774987,trail,,1304653660,way,openstreetmap,28
Green World,39.8722346,-105.7762079,trail,,1304653661,way,openstreetmap,28
36th Chamber,39.8704621,-105.7765357,trail,,1304653662,way,openstreetmap,28
Spicy Chicken,39.8693052,-105.7776869,trail,,1304654166,way,openstreetmap,28
Lower Roof of the Rockies,39.8696919,-105.7768954,trail,,1304662299,way,openstreetmap,28
Diane,39.8665686,-105.7773919,trail,,1304662300,way,openstreetmap,28
Happier Camper,39.8733805,-105.7896382,trail,,1304662301,way,openstreetmap,28
Paperboy,39.8798369,-105.7900911,trail,,1304715095,way,openstreetmap,28
Paperboy,39.8841445,-105.7906206,trail,,1304715096,way,openstreetmap,28
Field Trip,39.8801453,-105.7915498,trail,,1304715097,way,openstreetmap,28
Sol Train West,38.4982304,-106.0011293,trail,,1304719836,way,openstreetmap,86
Tenderfoot Trail,38.5412444,-105.9852719,trail,,1304728792,way,openstreetmap,57
Day Trip,39.8783938,-105.7919769,trail,,1304840574,way,openstreetmap,28
Jury Duty,39.8893381,-105.7727093,trail,,1304841802,way,openstreetmap,28
Mount Sherman - Southwest Ridge from Fourmile Creek,39.2149574,-106.1765398,trail,,1304900226,way,openstreetmap,49
Colorado Trail (Segment 14),38.6652512,-106.1816271,trail,,1304910146,way,openstreetmap,56
Browns Creek Trail,38.656481,-106.187326,trail,,1304910147,way,openstreetmap,56
Wagon Loop Trail,38.6625248,-106.1822215,trail,,1304910150,way,openstreetmap,56
Colorado Trail (Segment 14),38.6628863,-106.1811546,trail,,1304910151,way,openstreetmap,56
Colorado Trail (Segment 14),38.6617506,-106.1795786,trail,,1304910152,way,openstreetmap,56
Bacon Strip Trail,38.8310387,-106.0855906,trail,,1304913744,way,openstreetmap,49
Sausage Link Trail,38.8381279,-106.0791102,trail,,1304913935,way,openstreetmap,49
Green World,39.8849,-105.7849266,trail,,1304949749,way,openstreetmap,28
Long Trail,39.8846747,-105.7831169,trail,,1304949750,way,openstreetmap,28
Free Speech,39.8805039,-105.7827948,trail,,1304949751,way,openstreetmap,28
Dirty Dozen,39.8816147,-105.7844344,trail,,1304949752,way,openstreetmap,28
Dirty Dozen,39.8824499,-105.7868955,trail,,1304949753,way,openstreetmap,28
Dyno Bones,39.8854286,-105.7868438,trail,,1304949754,way,openstreetmap,28
Roly Poly,39.8856313,-105.7885186,trail,,1304949755,way,openstreetmap,28
North Sky Trail,40.0762743,-105.2901325,trail,,1305126246,way,openstreetmap,29
North Sky Trail,40.0696837,-105.2914332,trail,,1305126248,way,openstreetmap,29
North Sky Trail,40.0698658,-105.2912803,trail,,1305126249,way,openstreetmap,29
Pine River Trail (523),37.4994559,-107.4339667,trail,,1305153049,way,openstreetmap,751
First Creek Trail Connector,39.8018894,-104.789936,trail,,1305271965,way,openstreetmap,104
First Creek Trail Connector,39.7988223,-104.7905644,trail,,1305271966,way,openstreetmap,104
Lake Fork Trail (528),37.5820936,-107.4608755,trail,,1305320028,way,openstreetmap,751
Rocky Mountain Greenway Trail,39.8095104,-104.8403996,trail,,1305334636,way,openstreetmap,104
Rod and Gun Club Loop Trail,39.8103872,-104.8405437,trail,,1305334637,way,openstreetmap,104
Rocky Mountain Greenway Trail,39.811885,-104.8537262,trail,,1305334638,way,openstreetmap,104
Woodland Trail,39.8125813,-104.8566337,trail,,1305334639,way,openstreetmap,104
Legacy Trail,39.815253,-104.8801228,trail,,1305429316,way,openstreetmap,104
Arapaho Glacier Campground Connector Trail,40.0110897,-105.5710911,trail,,1305649893,way,openstreetmap,29
Pawnee Peak,40.0780325,-105.6355813,trail,,1305753900,way,openstreetmap,18
Vallecito Creek Trail,37.6711947,-107.5239093,trail,,1305824136,way,openstreetmap,751
Vallecito Creek Trail (529),37.6470669,-107.5277557,trail,,1305824137,way,openstreetmap,751
Beaver Creek Trail,40.0911087,-105.5841982,trail,,1305831661,way,openstreetmap,20
Baptiste Trail,40.1091216,-105.531911,trail,,1305961419,way,openstreetmap,20
Vallecito Creek Trail (529),37.562142,-107.5245719,trail,,1305975203,way,openstreetmap,751
Vallecito Creek Trail (529),37.4818732,-107.5413633,trail,,1305975204,way,openstreetmap,751
Vallecito Creek Trail (529),37.4891676,-107.5393576,trail,,1305975205,way,openstreetmap,751
Vallecito Creek Trail (529),37.4865439,-107.5403424,trail,,1305975206,way,openstreetmap,751
Vallecito Creek Trail (529),37.4790988,-107.5432218,trail,,1305975207,way,openstreetmap,751
Vallecito Trail (529),37.4779418,-107.5441663,trail,,1305975208,way,openstreetmap,751
Rocky Mountain Greenway Trail,39.8139926,-104.8806703,trail,,1305980777,way,openstreetmap,104
Endlich Mesa Trail (534),37.5358608,-107.6006296,trail,,1305986246,way,openstreetmap,75
City Reservoir Trail (542),37.5362547,-107.6743888,trail,,1306022042,way,openstreetmap,75
Pine River Trail (523),37.5690198,-107.3770571,trail,,1306032414,way,openstreetmap,751
Pine River Trail (523),37.5904711,-107.3603113,trail,,1306032415,way,openstreetmap,751
Pine River Trail,37.6542824,-107.3314771,trail,,1306032416,way,openstreetmap,751
Pine River Trail (523),37.6385808,-107.3359175,trail,,1306032417,way,openstreetmap,751
Flint Creek Trail (527),37.6228149,-107.4582123,trail,,1306059324,way,openstreetmap,751
Rock Creek Trail (655),37.6208817,-107.4708441,trail,,1306059325,way,openstreetmap,751
Shaw Creek Trail (584),37.5505009,-107.2798464,trail,,1306196418,way,openstreetmap,77
Divide Lakes Trail (539),37.6024774,-107.3478894,trail,,1306233031,way,openstreetmap,751
Weminuche Trail (592),37.6389727,-107.3313196,trail,,1306389321,way,openstreetmap,751
Snowslide Trail (653),37.6337226,-107.334609,trail,,1306389322,way,openstreetmap,751
Weminuche Trail (592),37.616872,-107.3278717,trail,,1306389323,way,openstreetmap,77
Weminuche Trail (592),37.5983924,-107.3135717,trail,,1306389324,way,openstreetmap,77
Weminuche Trail (592),37.5440409,-107.2588008,trail,,1306393337,way,openstreetmap,77
Hossick Lake Trail,37.5917652,-107.2300467,trail,,1306465844,way,openstreetmap,77
Rimrock Trail,39.3580357,-104.7639703,trail,,1306686253,way,openstreetmap,104
Wille trail connector,39.9615302,-105.2352488,trail,,1306710221,way,openstreetmap,29
Stiletto Road,40.8261414,-106.7801751,trail,,1306713105,way,openstreetmap,14
Grizzly Creek Trail,37.7190202,-107.2575987,trail,,1306887025,way,openstreetmap,76
Grizzly Creek Trail,37.7165097,-107.2558705,trail,,1306887026,way,openstreetmap,76
Grizzly Creek Trail,37.6254877,-107.2255938,trail,,1306890333,way,openstreetmap,76
Continental Divide NST,37.6041572,-107.2156939,trail,,1307127029,way,openstreetmap,76
Continental Divide NST,37.6302911,-107.2620687,trail,,1307127030,way,openstreetmap,76
Continental Divide NST,37.671454,-107.3016232,trail,,1307127031,way,openstreetmap,751
Old Spanish Trail,39.0282903,-108.5275553,trail,,1307138616,way,openstreetmap,40
Old Spanish Trail,39.0273308,-108.5269675,trail,,1307138617,way,openstreetmap,40
Continental Divide NST,37.6398463,-107.4432409,trail,,1307330931,way,openstreetmap,76
Rimrock Trail,39.357721,-104.7624156,trail,,1307604444,way,openstreetmap,104
